plantId,slug,nomecien,imagemurl,cresc_forma,cresc_taxa,ph_max,ph_min,luz_solar,solo_nutrientes,solo_salinidade,solo_textura,solo_umidade,nome_pop
1,quercus-rotundifolia,Quercus rotundifolia,https://d2seqvvyy3b8p2.cloudfront.net/40ab8e7cdddbe3e78a581b84efa4e893.jpg,null,null,-1,-1,-1,-1,-1,-1,-1,Carvalho
2,urtica-dioica,Urtica dioica,https://bs.plantnet.org/image/o/9db58cbb3538a6b77384f972971d51869228e545,null,null,7,6.5,5,9,0,-1,-1,Urtiga
3,dactylis-glomerata,Dactylis glomerata,https://bs.plantnet.org/image/o/f84a7d4fc2e627ccd451f568479b1932c2b2d900,Bunch,Moderate,7.5,5.2,7,7,0,-1,-1,Aveia-malhada
4,plantago-lanceolata,Plantago lanceolata,https://bs.plantnet.org/image/o/f8d7d6fe52e36d04f5ad1fc03f46f604d5c3cc43,null,null,6.5,5.5,7,6,0,-1,-1,Tanchagem-maior
5,achillea-millefolium,Achillea millefolium,https://bs.plantnet.org/image/o/d788a757cd8bac8c3b1378a970c078a7a937a174,Rhizomatous,Moderate,8,6,8,4,1,-1,-1,Milefólio
6,trifolium-repens,Trifolium repens,https://bs.plantnet.org/image/o/170ca6a6020d9e9f95f86112577aeabcb23f5b96,Stoloniferous,Moderate,7,6,7,6,1,-1,-1,Trevo-branco
7,holcus-lanatus,Holcus lanatus,https://bs.plantnet.org/image/o/c0800816e2f56ed6e7702c31efd91afcdfddd68c,Multiple Stem,Moderate,7,4,7,6,1,-1,-1,Aveia-das-ervas-lanas
8,ranunculus-repens,Ranunculus repens,https://bs.plantnet.org/image/o/90746f2a4592ed4dbc6a166234f488654565605e,Stoloniferous,Rapid,7.2,5.6,5,7,1,-1,-1,Ranúnculo-repentino
9,quercus-robur,Quercus robur,https://bs.plantnet.org/image/o/0d16977470dfdcd37d495a5b33c2f343224ebe98,null,null,6.5,5.5,7,5,0,-1,-1,Carvalho-roble
10,festuca-rubra,Festuca rubra,https://bs.plantnet.org/image/o/fb1967942b880fb7c978ff76741d348a22611b88,Rhizomatous,Moderate,8,5,9,1,0,-1,-1,Festuca-vermelha
11,fraxinus-excelsior,Fraxinus excelsior,https://bs.plantnet.org/image/o/84ef20b0276c3e0a6d32dd97a7b987b510feb961,null,null,7.5,7,7,6,0,-1,-1,Freixo-comum
12,cirsium-arvense,Cirsium arvense,https://d2seqvvyy3b8p2.cloudfront.net/c7d6d18dfbd69cbf043001fb3204517c.jpg,null,null,-1,-1,-1,-1,-1,-1,-1,Cardo-dos-campos
13,trifolium-pratense,Trifolium pratense,https://bs.plantnet.org/image/o/3bb52539dcca8b6bf19b9bf752631def901ba64c,Single Crown,Rapid,7.6,6.5,7,6,0,-1,-1,Trevo-dos-prados
14,fagus-sylvatica,Fagus sylvatica,https://bs.plantnet.org/image/o/a733221df31a1ff99af03566841744f3b4c6cffe,null,null,5.5,5,7,5,0,-1,-1,Faia-comum
15,juncus-effusus,Juncus effusus,https://d2seqvvyy3b8p2.cloudfront.net/31545c7b5c65236a5d7f28ca040ee058.jpg,Bunch,Moderate,8.8,5.5,7,4,0,-1,-1,Junco
16,ranunculus-acris,Ranunculus acris,https://bs.plantnet.org/image/o/43c58aa2ef3d5a11ac1dd83d9b465e639338a3da,null,null,7,6.5,7,6,0,-1,-1,Ranúnculo-agreste
17,crataegus-monogyna,Crataegus monogyna,https://bs.plantnet.org/image/o/9a428f47e57e087f677d58967659592f8232c737,Single Stem,Slow,7.2,6,7,5,0,-1,-1,Espinheiro-alvar
18,rumex-acetosa,Rumex acetosa,https://bs.plantnet.org/image/o/b07ad83adb571370a40982de0ec45248871486d6,null,null,6.5,5.5,8,6,0,-1,-1,Azedas
19,calluna-vulgaris,Calluna vulgaris,https://d2seqvvyy3b8p2.cloudfront.net/04a6d1e14c82502b58222574e2a99cde.jpg,null,null,-1,-1,-1,-1,-1,-1,-1,Urze
20,filipendula-ulmaria,Filipendula ulmaria,https://bs.plantnet.org/image/o/53c73903dc455a3d734b193dad7d9d8c4ec0e324,null,null,6.5,5.5,7,6,0,-1,-1,Ulmeira
21,corylus-avellana,Corylus avellana,https://bs.plantnet.org/image/o/0d92cadb0d66dce1b0a8b26913125d6501e31d68,null,null,6.5,5.5,5,6,0,-1,-1,Avelãzeira
22,phragmites-australis,Phragmites australis,https://bs.plantnet.org/image/o/8a74932da925aea8224f7929bf701806abec0c84,Rhizomatous,Rapid,8.7,4.5,7,7,3,-1,-1,Caniço
23,glechoma-hederacea,Glechoma hederacea,https://bs.plantnet.org/image/o/27d4a32d5f7c7c6b1748904f852d3e6d561a17cd,null,null,7,6.5,5,7,0,-1,-1,Túlia
24,agrostis-capillaris,Agrostis capillaris,https://bs.plantnet.org/image/o/db3b1d70fed25a0c1a16ba5bf9ee79d980a510e9,null,null,-1,-1,-1,-1,-1,-1,-1,Agrostide
25,anthoxanthum-odoratum,Anthoxanthum odoratum,https://bs.plantnet.org/image/o/fc28e4e6d455f065e4e1f7972486244b09532030,null,null,5.5,5,7,4,0,-1,-1,Hierochloe odorata
26,hedera-helix,Hedera helix,https://storage.googleapis.com/powop-assets/kew_profiles/Hedera-helix_fullsize.jpg,null,null,-1,-1,-1,-1,-1,-1,-1,Hera
27,agrostis-stolonifera,Agrostis stolonifera,https://d2seqvvyy3b8p2.cloudfront.net/c0732578fcfacf7f46e7b0dac3b4f3e4.jpg,null,null,-1,-1,-1,-1,-1,-1,-1,Agrostide-estolonífera
28,plantago-major,Plantago major,https://bs.plantnet.org/image/o/75b98160f0aff037525320c1e0f165994499f2c3,Single Crown,Moderate,7.3,4.8,5,6,0,-1,-1,Tanchagem-maior
29,lotus-corniculatus,Lotus corniculatus,https://bs.plantnet.org/image/o/4b105030937c65f9beb11775e84b45b8db184d86,Single Crown,Moderate,7.5,5.5,7,3,0,-1,-1,Trevo-corniculado
30,sorbus-aucuparia,Sorbus aucuparia,https://bs.plantnet.org/image/o/63073d2fbf45b90701279405ecc2eec0272906ed,Single Stem,Rapid,7.5,5.5,7,3,0,-1,-1,Sorveira
31,poa-trivialis,Poa trivialis,https://d2seqvvyy3b8p2.cloudfront.net/354a64bd874289fd659c1c26a5a681cd.jpg,Bunch,Moderate,7.5,4.8,5,7,0,-1,-1,Grama-trepadeira
32,galium-aparine,Galium aparine,https://bs.plantnet.org/image/o/a889db2f581d38b0780bc0ee66549b1583a1d4f4,Single Crown,Rapid,7.2,5.4,6,8,0,-1,-1,Erva-picheleira
33,potentilla-erecta,Potentilla erecta,https://bs.plantnet.org/image/o/804372f80e0604ccb34c5dd38d13c86a2eb6dab0,null,null,5.5,5,6,2,0,-1,-1,Tormentilha
34,pinus-sylvestris,Pinus sylvestris,https://bs.plantnet.org/image/o/33d84b84c09347d360afa0d610e220664cfb6d93,Single Stem,Rapid,7.5,5,8,3,0,-1,-1,Pinheiro-silvestre
35,prunella-vulgaris,Prunella vulgaris,https://bs.plantnet.org/image/o/b46f4000f9bec28dc6d74d501ddc15445e7f7667,Stoloniferous,Rapid,8,5.4,5,6,0,-1,-1,Prunela
36,arrhenatherum-elatius,Arrhenatherum elatius,https://bs.plantnet.org/image/o/2a0a729a03beb7c0c4d2f99986f8235459cb322a,null,null,-1,-1,-1,-1,-1,-1,-1,Grama alta
37,lolium-perenne,Lolium perenne,https://d2seqvvyy3b8p2.cloudfront.net/4d7c83316b0b96ae329c73f59dacab0e.jpg,Bunch,Rapid,7.5,5.2,7,6,0,-1,-1,Lolium-perene
38,anthriscus-sylvestris,Anthriscus sylvestris,https://bs.plantnet.org/image/o/ef5ece86db461681116e8bcdd132fb3ad7b6b6c7,null,null,-1,-1,-1,-1,-1,-1,-1,Cerfeia-silvestre
39,quercus-suber,Quercus suber,https://bs.plantnet.org/image/o/18d98dce42b463a97cca4e642ab61aecce8c74f6,null,null,5.5,5,8,5,0,-1,-1,Sobreiro
40,prunus-spinosa,Prunus spinosa,https://bs.plantnet.org/image/o/74001fa4fbba45263756df516209aba8525620f9,null,null,6.5,5.5,7,5,0,-1,-1,Espinheiro-alvar
41,heracleum-sphondylium,Heracleum sphondylium,https://bs.plantnet.org/image/o/795061348098dfe2c4cdedd6a5dcb5c9db848d55,null,null,6.5,5.5,7,8,0,-1,-1,Bardana
42,deschampsia-cespitosa,Deschampsia cespitosa,https://bs.plantnet.org/image/o/f211f64ec30eef99019954d1f4284d56218417eb,null,null,6.5,5.5,5,6,0,-1,-1,Cespitosa
43,alnus-glutinosa,Alnus glutinosa,https://bs.plantnet.org/image/o/6cd82656ec7c0915f9027c2a68780d5d5ae5cb0e,null,null,-1,-1,-1,-1,-1,-1,-1,Amieiro
44,sambucus-nigra,Sambucus nigra,https://bs.plantnet.org/image/o/594bda8000b118433847bf0973eb397de8a87543,null,null,7.5,7,5,8,0,-1,-1,Sabugueiro
45,molinia-caerulea,Molinia caerulea,https://bs.plantnet.org/image/o/02b9d49d58a8ed30b1dc870e975127ea15dd3cb3,null,null,6.5,5.5,5,2,0,-1,-1,Molínia
46,acer-pseudoplatanus,Acer pseudoplatanus,https://bs.plantnet.org/image/o/eb6373c5f52327ead500bd2ea145734b2491cbe5,Single Stem,Moderate,7,5.8,7,7,0,-1,-1,Falso plátano
47,cirsium-vulgare,Cirsium vulgare,https://bs.plantnet.org/image/o/6de5f109347849554b9aa4dc16ad09721b0ba93c,null,null,7.5,7,8,8,0,-1,-1,Cardo-comum
48,geranium-robertianum,Geranium robertianum,https://bs.plantnet.org/image/o/15aff4c873c771b9ea9ded1648b7b23b8641a2a5,null,null,6.5,5.5,4,7,0,-1,-1,Gerânio-robertiano
49,poa-pratensis,Poa pratensis,https://bs.plantnet.org/image/o/6e25db3d223a2e7b26a3c762c4861ab5fb9010ac,Rhizomatous,Rapid,7.5,5.8,8,6,0,-1,-1,Grama-de-prados
50,cirsium-palustre,Cirsium palustre,https://bs.plantnet.org/image/o/b3d3f45d5ea0896f9e224190e3ac5fc8cafce633,null,null,-1,-1,-1,-1,-1,-1,-1,Cardo-palustre
51,poa-annua,Poa annua,https://bs.plantnet.org/image/o/c06fa1d2fc227c12fff8d764f9058e1cced33185,null,null,-1,-1,-1,-1,-1,-1,-1,Grama-anual
52,betula-pendula,Betula pendula,https://bs.plantnet.org/image/o/c3c315234761da98b8e8068831130d372dcaf252,Thicket Forming,Rapid,7.5,5,8,3,0,-1,-1,Vidoeiro
53,alliaria-petiolata,Alliaria petiolata,https://bs.plantnet.org/image/o/b57a42b138998fa328a8fc2032676dfde6cad985,null,null,7.5,7,4,8,0,-1,-1,Erva-alheira
54,bellis-perennis,Bellis perennis,https://bs.plantnet.org/image/o/43061c6c2cb49908503eac2eaec0ddab69958e17,null,null,6.5,5.5,7,6,0,-1,-1,Margarida-comum
55,vaccinium-myrtillus,Vaccinium myrtillus,https://bs.plantnet.org/image/o/76e8f509a667a1110611d76c7b84d5bbc03ccb1f,null,null,4.5,4,5,3,0,-1,-1,Mirtilo
56,pteridium-aquilinum,Pteridium aquilinum,https://bs.plantnet.org/image/o/94ed4fa4f55710b452e624de45faec9b17c5198b,Rhizomatous,Moderate,7,4.5,6,5,0,-1,-1,Feto-aquilino
57,veronica-chamaedrys,Veronica chamaedrys,https://bs.plantnet.org/image/o/2b8bd09230b0f06ab9fa52f4c4023d485c91c2a4,null,null,6.5,5.5,6,5,0,-1,-1,Verónica-das-urzes
58,lapsana-communis,Lapsana communis,https://bs.plantnet.org/image/o/cc0d365e7d08c6c337f55b995ec7e1604934b683,null,null,7.5,7,4,7,0,-1,-1,Lapsana-comum
59,equisetum-arvense,Equisetum arvense,https://bs.plantnet.org/image/o/38b0d1c57a937cef46001b123e55b54585886243,Rhizomatous,Rapid,7,4,7,6,0,-1,-1,Cavalinha
60,angelica-sylvestris,Angelica sylvestris,https://bs.plantnet.org/image/o/7a7da67cf77302d2db6724f5eeb5c9dec8b841af,null,null,6.5,5.5,5,5,0,-1,-1,Angélica-silvestre
61,cistus-ladanifer,Cistus ladanifer,https://bs.plantnet.org/image/o/1084e7ffee110011cc6c57b319934a1e27d185cd,null,null,-1,-1,-1,-1,-1,-1,-1,Jara-prateada
62,rosmarinus-officinalis,Rosmarinus officinalis,https://bs.plantnet.org/image/o/45c47e31c6a0c5378581f0bc89c0b44405868dd1,null,null,-1,-1,-1,-1,-1,-1,-1,Alecrim
63,acer-platanoides,Acer platanoides,https://bs.plantnet.org/image/o/3f67eefdeb9588b3fcd8cd65ce24a2f11cd6e6bb,Single Stem,Slow,6.8,4.8,-1,-1,-1,-1,-1,Bordo-norueguês
64,lathyrus-pratensis,Lathyrus pratensis,https://bs.plantnet.org/image/o/74f3cbc9151ee23c6b89c00e2a39e92e1bd70aae,null,null,7.5,7,6,5,0,-1,-1,Ervilha-dos-prados
65,silene-flos-cuculi,Silene flos-cuculi,https://bs.plantnet.org/image/o/ee821a3c7ff664bd849f502396c07daf315bb9c8,null,null,-1,-1,-1,-1,-1,-1,-1,Silene
66,pinus-pinaster,Pinus pinaster,https://bs.plantnet.org/image/o/4f474ee8ea9b1bfddc0634d8164dc8dc9b9db404,null,null,5.5,5,8,3,1,-1,-1,Pinheiro-bravo
67,picea-abies,Picea abies,https://bs.plantnet.org/image/o/839086b536fc2782b9c1cc0f9687b97f3a18ef43,Single Stem,Slow,7,5,7,5,0,-1,-1,Abeto-comum
68,hypericum-perforatum,Hypericum perforatum,https://bs.plantnet.org/image/o/f9c316ccbd7c6e99011d9fff72d90cb6a3ad08c8,null,null,7,6.5,7,5,0,-1,-1,Hipérico
69,daucus-carota,Daucus carota,https://bs.plantnet.org/image/o/051631f859a3a433e2954747fa1bdb6bc09a0e66,null,null,7,6.5,8,6,0,-1,-1,Cenoura-silvestre
70,cardamine-pratensis,Cardamine pratensis,https://bs.plantnet.org/image/o/14beb4902fb3e6ecf26640e7c8d330bf91877f02,null,null,7.5,7,6,5,0,-1,-1,Cardamine-dos-prados
71,geum-urbanum,Geum urbanum,https://bs.plantnet.org/image/o/e94da91d689bba6ae9afd825fbec8df90d46b400,null,null,7,6.5,5,7,0,-1,-1,Erva-urbana
72,populus-tremula,Populus tremula,https://bs.plantnet.org/image/o/f3449aef992de448dcfd4242f94f62780727ae77,null,null,5.5,5,8,5,0,-1,-1,Choupo-tremedor
73,vicia-cracca,Vicia cracca,https://bs.plantnet.org/image/o/2f3a45757592d573823bad3278990ae85763d091,Rhizomatous,Moderate,7,4.9,6,5,0,-1,-1,Ervilha-de-cheiro
74,phalaris-arundinacea,Phalaris arundinacea,https://bs.plantnet.org/image/o/c43cde942d68b916cabc35b415d92ba588786862,Rhizomatous,Rapid,8.2,4.9,8,7,0,-1,-1,Caniço-de-lugar
75,juniperus-communis,Juniperus communis,https://bs.plantnet.org/image/o/e4676fc7c7ba86abd9273548ad8542756d3d8e23,null,null,-1,-1,-1,-1,-1,-1,-1,Zimbro
76,elymus-repens,Elymus repens,https://bs.plantnet.org/image/o/afdb865003c6a527a8b8a80e8f6972cab61e566b,Rhizomatous,Rapid,7.8,5.2,7,7,1,-1,-1,Triticale-repentino
77,galium-verum,Galium verum,https://bs.plantnet.org/image/o/8b45fa4de6b2474ea9fd49775f763a699b109161,null,null,7.5,7,7,3,0,-1,-1,Dádiva-dos-pássaros
78,lythrum-salicaria,Lythrum salicaria,https://bs.plantnet.org/image/o/e42dd296a1fd0fe265bde29e60175cb9326bb9ec,null,null,7,6.5,7,6,0,-1,-1,Salicária
79,rumex-acetosella,Rumex acetosella,https://bs.plantnet.org/image/o/b59a263f63cb80c6332e5f580f27cde38025e452,null,null,4.5,4,8,2,0,-1,-1,Azeda
80,rumex-obtusifolius,Rumex obtusifolius,https://bs.plantnet.org/image/o/bff585ae8c8d50ee79cafc9bccce500a4d0ded8b,null,null,7,6.5,8,8,0,-1,-1,Paciência
81,leucanthemum-vulgare,Leucanthemum vulgare,https://bs.plantnet.org/image/o/cc03c870f80172d0faf20d14ff8291d050afd13f,Bunch,Moderate,7,5.2,8,5,0,-1,-1,Margarida-branca
82,epilobium-hirsutum,Epilobium hirsutum,https://bs.plantnet.org/image/o/5fff85d7218e63340017bdcdcc323ef26efbce32,null,null,8,7.5,7,8,0,-1,-1,Epilóbio
83,dryopteris-filix-mas,Dryopteris filix-mas,https://bs.plantnet.org/image/o/0d032ccdbc62d58f986aa11f896db68c240059c0,null,null,6.5,5.5,3,6,0,-1,-1,Feto-macho
84,artemisia-vulgaris,Artemisia vulgaris,https://bs.plantnet.org/image/o/066b219abe419d2cc635855c06df8f5850497095,null,null,7,6.5,7,8,0,-1,-1,Artemísia
85,cornus-sanguinea,Cornus sanguinea,https://bs.plantnet.org/image/o/8442e0e7408464c8fe91f7d931d318322bdb3163,null,null,7.5,7,6,5,0,-1,-1,Corniso-selvagem
86,fragaria-vesca,Fragaria vesca,https://bs.plantnet.org/image/o/4f45fd2d82661996f5d5a5613b39bdd1287a56bc,null,null,7.5,7,5,5,0,-1,-1,Morango-silvestre
87,rumex-crispus,Rumex crispus,https://bs.plantnet.org/image/o/d2208e617bd795ff20f638d6173bb80d19be4eb6,null,null,6.5,5.5,7,8,0,-1,-1,Cártamo-azedo
88,caltha-palustris,Caltha palustris,https://bs.plantnet.org/image/o/d17b1b3c76658c895d661d598251b10784411763,Single Crown,Slow,6.8,4.9,4,6,0,-1,-1,Calta
89,galium-palustre,Galium palustre,https://bs.plantnet.org/image/o/a9c39e07a90fb639099fcf9dc6baa753f06cb4dc,null,null,-1,-1,-1,-1,-1,-1,-1,Dádiva-do-pântano
90,polygonum-aviculare,Polygonum aviculare,https://bs.plantnet.org/image/o/a4462ace6b925f24b1c7dc20e9e7bf76bb63647e,null,null,6.5,5.5,7,8,0,-1,-1,Rabo-de-gato
91,tussilago-farfara,Tussilago farfara,https://bs.plantnet.org/image/o/da90d727cf75a6d32a222cc589162d81392517d4,null,null,8,7.5,7,7,0,-1,-1,Tussilagem
92,stellaria-media,Stellaria media,https://bs.plantnet.org/image/o/367f07ccbdd7c7231d734f959fdfd69d3eac94e2,null,null,-1,-1,-1,-1,-1,-1,-1,Estrela-dos-campos
93,triticum-aestivum,Triticum aestivum,https://bs.plantnet.org/image/o/18b4a6d639d601cfc3454745b2790572c5b74d63,Bunch,Rapid,8,5.5,9,7,0,-1,-1,Trigo
94,iris-pseudacorus,Iris pseudacorus,https://bs.plantnet.org/image/o/043ebfc31ccb2999b3354a7fc2626c061d00b5f3,null,null,7.5,7,7,7,0,-1,-1,Lírio-amarelo
95,rubus-idaeus,Rubus idaeus,https://bs.plantnet.org/image/o/3b3a54636d4be030d9ac190474415f3a2f3d7e6b,Thicket Forming,Moderate,7.5,5,5,6,0,-1,-1,Framboesa
96,capsella-bursa-pastoris,Capsella bursa-pastoris,https://bs.plantnet.org/image/o/ae0bc0533169c2a9daeadbdbb985f7dadcb66ba8,null,null,-1,-1,-1,-1,-1,-1,-1,Bolsa-de-pastor
97,lysimachia-vulgaris,Lysimachia vulgaris,https://bs.plantnet.org/image/o/666d004f348647705de4ec55176c203782083167,null,null,-1,-1,-1,-1,-1,-1,-1,Loosestrife-comum
98,jacobaea-vulgaris,Jacobaea vulgaris,https://bs.plantnet.org/image/o/dc91b312da2f105f27d3b7e70199e9b6b4a111de,null,null,-1,-1,-1,-1,-1,-1,-1,Arnica
99,argentina-anserina,Argentina anserina,https://d2seqvvyy3b8p2.cloudfront.net/56e0e199c12748c3ab85be84bf68b161.jpg,Stoloniferous,Rapid,8,7,6,7,2,-1,-1,Cabelos-de-vênus
100,eupatorium-cannabinum,Eupatorium cannabinum,https://bs.plantnet.org/image/o/7c2ebf31a2ec7e835ed895fd8a6a46016758b3d7,null,null,7.5,7,5,7,0,-1,-1,Cânhamo-aquático
101,medicago-lupulina,Medicago lupulina,https://bs.plantnet.org/image/o/261eb8ea6e09e73f501315c854a604a5914100a7,Single Crown,Moderate,8,5.5,7,3,0,-1,-1,Luzerna
102,lonicera-periclymenum,Lonicera periclymenum,https://bs.plantnet.org/image/o/b0e1e131fe63164cf493e2c8805c613e70640a8a,null,null,5.5,5,5,4,0,-1,-1,Madressilva
103,solanum-dulcamara,Solanum dulcamara,https://bs.plantnet.org/image/o/104fdfd9f869285afe86b9ce59b53059953e4a5e,null,null,7,6.5,6,7,0,-1,-1,Beladona
104,campanula-rotundifolia,Campanula rotundifolia,https://bs.plantnet.org/image/o/7aa04e3027b423278b629678717006502f777e15,null,null,5.5,5,5,2,0,-1,-1,Campainhas
105,calystegia-sepium,Calystegia sepium,https://bs.plantnet.org/image/o/20b690d0b4fd584c21993b5aad41e4b4a059ff68,null,null,-1,-1,-1,-1,-1,-1,-1,Convolvulus
106,phleum-pratense,Phleum pratense,https://bs.plantnet.org/image/o/7fc8ec91e260f4daf2b0cbbd72a1c317ee78118a,Bunch,Rapid,8.4,5.5,7,5,0,-1,-1,Faveiro
107,carex-flacca,Carex flacca,https://bs.plantnet.org/image/o/fc6231bca39a314ba0362c517c449afb52171ef8,null,null,-1,-1,-1,-1,-1,-1,-1,Cégamo
108,aegopodium-podagraria,Aegopodium podagraria,https://bs.plantnet.org/image/o/0174b4eb4e145a96d959f8068ce8e6e4862db89e,null,null,-1,-1,-1,-1,-1,-1,-1,Pés-de-bode
109,ilex-aquifolium,Ilex aquifolium,https://bs.plantnet.org/image/o/2c93c09dc9b7f1a7eecb4c517b7d9129a2bfd59e,null,null,5,4.5,5,4,0,-1,-1,Azevinho
110,vicia-sativa,Vicia sativa,https://bs.plantnet.org/image/o/2d78b1ec932e8fa41749ae9f2eab1baabc917fe6,Single Stem,Rapid,7,6,6,7,0,-1,-1,Ervilha-silvestre
111,lycopus-europaeus,Lycopus europaeus,https://bs.plantnet.org/image/o/afd3550eff30a9163f33c92eb0c2d1dea6cad42f,null,null,-1,-1,-1,-1,-1,-1,-1,Lícopo
112,stellaria-graminea,Stellaria graminea,https://bs.plantnet.org/image/o/a47a2ea1bbcec4acbd599cec19609a78670e2987,null,null,-1,-1,-1,-1,-1,-1,-1,Estrela-dos-prados
113,betula-pubescens,Betula pubescens,https://bs.plantnet.org/image/o/0ea067505f21fb71bb32f0df748fecd6ba8d7d6c,null,null,-1,-1,-1,-1,-1,-1,-1,Vidoeiro-branco
114,potentilla-reptans,Potentilla reptans,https://bs.plantnet.org/image/o/a7e6362dc796fbf915534b0a09685a5567ef49d6,null,null,7.5,7,7,6,0,-1,-1,Potentilha-rasteira
115,senecio-vulgaris,Senecio vulgaris,https://bs.plantnet.org/image/o/789db8a83a9ab9719d711d0169221e46ad78e567,Single Crown,Rapid,8.5,5,7,7,0,-1,-1,Senécio
116,convolvulus-arvensis,Convolvulus arvensis,https://bs.plantnet.org/image/o/79250f254e938f24393f1121d04db09988bc4771,null,null,-1,-1,-1,-1,-1,-1,-1,Corriola
117,bromus-hordeaceus,Bromus hordeaceus,https://bs.plantnet.org/image/o/7b9f7118f9a78a2dd57f9941322683e378076b27,null,null,-1,-1,-1,-1,-1,-1,-1,Brômus
118,athyrium-filix-femina,Athyrium filix-femina,https://bs.plantnet.org/image/o/0607f6e466d0e291de96ec91f988c8f97a48d9ca,Rhizomatous,Moderate,7,4.5,3,6,0,-1,-1,Athyrium
119,mentha-aquatica,Mentha aquatica,https://bs.plantnet.org/image/o/04fdf5bbfec0530275456e500ef895fd02514de6,null,null,6.5,5.5,5,6,2,-1,-1,Hortelã-aquática
120,acer-campestre,Acer campestre,https://bs.plantnet.org/image/o/2ac0e3d355f929312ce04b827f34b658b95224b6,null,null,7.5,7,8,5,0,-1,-1,Bordo-bravo
121,centaurea-jacea,Centaurea jacea,https://bs.plantnet.org/image/o/47df527029bb7099905a6d4f6666c07b0d405350,null,null,7,6.5,8,5,0,-1,-1,Centáurea-menor
122,ajuga-reptans,Ajuga reptans,https://bs.plantnet.org/image/o/537f02aead08645eaabec85e618d47a38e297b13,null,null,4,3,7,1,0,-1,-1,Ajuga
123,lamium-galeobdolon,Lamium galeobdolon,https://bs.plantnet.org/image/o/5fea37aa0b0184849ff8a559780dfba81aafd98a,null,null,7,6.5,4,5,0,-1,-1,Lamium
124,sonchus-asper,Sonchus asper,https://bs.plantnet.org/image/o/0ee43b6ecd92ace0cecbb5ad0356167b0786f802,null,null,7.5,7,7,7,1,-1,-1,Serralha
125,prunus-avium,Prunus avium,https://bs.plantnet.org/image/o/7b35219c1b0bd6005a0f831e929517c7a34f3a62,null,null,6.5,5.5,7,5,0,-1,-1,Cerejeira-silvestre
126,ligustrum-vulgare,Ligustrum vulgare,https://bs.plantnet.org/image/o/456be21aa3b5340f4d7200bc6d037d60c3bb5510,null,null,-1,-1,-1,-1,-1,-1,-1,Ligustro
127,salvia-rosmarinus,Salvia rosmarinus,https://d2seqvvyy3b8p2.cloudfront.net/57995c9ccfdb2afc99ca1bcea4f7cc85.jpg,Multiple Stem,Moderate,7.5,5,-1,-1,-1,-1,-1,Alecrim
128,tanacetum-vulgare,Tanacetum vulgare,https://bs.plantnet.org/image/o/a0cef038af2afe9fdc18aed8ff76bd7077ec1645,null,null,8,7.5,8,7,0,-1,-1,Crisântemo-malmequer
129,silene-dioica,Silene dioica,https://bs.plantnet.org/image/o/769c114ccf66acc31e2e80d5f0a5d97128e30fc5,null,null,7.5,7,5,7,0,-1,-1,Silene-dioico
130,luzula-campestris,Luzula campestris,https://bs.plantnet.org/image/o/5675d84b65255d2780641b372987338c9209afbf,null,null,5,4.5,7,3,0,-1,-1,Luzula-campestra
131,primula-veris,Primula veris,https://bs.plantnet.org/image/o/4a344a270fcb183ee580223321cef8a67905317c,null,null,8,7.5,7,3,0,-1,-1,Primavera
132,chelidonium-majus,Chelidonium majus,https://bs.plantnet.org/image/o/9a07510e577c3eba7a96a3a75bc0a1a015cc352c,null,null,-1,-1,-1,-1,-1,-1,-1,Celidônia
