plantId,slug,nomecien,imagemurl,cresc_forma,cresc_taxa,ph_max,ph_min,luz_solar,solo_nutrientes,solo_salinidade,solo_textura,solo_umidade,nome_pop
265,tripleurospermum-inodorum,Tripleurospermum inodorum,https://bs.plantnet.org/image/o/72a3731a3036875b596c60cdb7dd87efe0b5407f,null,null,7,6.5,8,6,0,-1,-1,Camomila-malmequer
266,eleocharis-palustris,Eleocharis palustris,https://bs.plantnet.org/image/o/b28acfaa2f16adaa6ef81ab931313cd69f954243,Rhizomatous,Moderate,8,4,8,5,1,-1,-1,Junça-dos-pântanos
267,solanum-nigrum,Solanum nigrum,https://d2seqvvyy3b8p2.cloudfront.net/4fef33fde95d87b1344335f39b64a466.jpg,null,null,7.5,7,7,8,0,-1,-1,Erva-moira
268,arenaria-serpyllifolia,Arenaria serpyllifolia,https://bs.plantnet.org/image/o/db5b793c111677b824af04db99fb204bd2a360b5,null,null,-1,-1,-1,-1,-1,-1,-1,Arenária
269,leontodon-hispidus,Leontodon hispidus,https://bs.plantnet.org/image/o/47c27c6f6768f23f50ace6f0c3eb31446b8ac675,null,null,-1,-1,-1,-1,-1,-1,-1,Cerraja
270,cerastium-glomeratum,Cerastium glomeratum,https://bs.plantnet.org/image/o/2de203e7843a584e782c42c15d10a73c75a38594,null,null,6.5,5.5,7,6,0,-1,-1,Colchico
271,geum-rivale,Geum rivale,https://bs.plantnet.org/image/o/51a60a1c4c23fc015f4b73c33e1bd052de07cca0,Single Crown,Moderate,7,4.8,5,7,0,-1,-1,Geum-dos-ribeiros
272,helianthemum-nummularium,Helianthemum nummularium,https://bs.plantnet.org/image/o/9b5a51e6e81b92d17a8d56eaa2feeaa17a51f2b4,null,null,7.5,7,7,3,0,-1,-1,Soltos-dos-montes
273,sagina-procumbens,Sagina procumbens,https://bs.plantnet.org/image/o/d88a2fe293c58692a9abc9e1f1b95d2bc2dce399,null,null,7,6.5,8,7,1,-1,-1,Sagina-procumbens
274,glyceria-maxima,Glyceria maxima,https://bs.plantnet.org/image/o/d79246c1097483983c1086d2eb6806f69784b453,null,null,8,7.5,8,9,0,-1,-1,Glicerínia-maior
275,carex-pilulifera,Carex pilulifera,https://bs.plantnet.org/image/o/7f264aebf5d0c4e9abcb589af8c4061e0cad804e,null,null,-1,-1,-1,-1,-1,-1,-1,Carriço-dos-pinheirais
276,lysimachia-nummularia,Lysimachia nummularia,https://bs.plantnet.org/image/o/c55ab9cd667f67f58f588f9647b3a3c6ce70ef10,null,null,6.5,5.5,5,6,0,-1,-1,Lysimachia-nummularia
277,trifolium-campestre,Trifolium campestre,https://bs.plantnet.org/image/o/0ad9750769ea4ca25f7ec9bc377500cb29c9498f,null,null,5.5,5,8,3,0,-1,-1,Trevo-dos-campos
278,linum-catharticum,Linum catharticum,https://bs.plantnet.org/image/o/0942e56c53f5816e0a69b7b93991a4e18c8643f7,null,null,7.5,7,8,4,1,-1,-1,Linho-purging
279,galium-odoratum,Galium odoratum,https://bs.plantnet.org/image/o/d7727794d160def0035e055f1ca7e5770ff85149,null,null,6.5,5.5,3,5,0,-1,-1,Gailho-cheiroso
280,viola-palustris,Viola palustris,https://bs.plantnet.org/image/o/78dfd2dfdf44a49ae1d5e683b7116cdd4c9d9349,null,null,-1,-1,-1,-1,-1,-1,-1,Violeta-dos-pântanos
281,avenella-flexuosa,Avenella flexuosa,https://bs.plantnet.org/image/o/c205d8f96773c1435b7c08297b32600c390134a2,Bunch,Moderate,6.8,4.8,5,3,0,-1,-1,Avenela-flexuosa
282,alopecurus-geniculatus,Alopecurus geniculatus,https://bs.plantnet.org/image/o/b58ae48abbd36b58afb2bc86bf5d110e1ce8f682,null,null,-1,-1,-1,-1,-1,-1,-1,Alopecurus-geniculatus
283,scirpus-sylvaticus,Scirpus sylvaticus,https://bs.plantnet.org/image/o/3416afe9f5a912c2ed2d5efa76aad5a47a31ccad,null,null,-1,-1,-1,-1,-1,-1,-1,Scirpo-dos-bosques
284,luzula-pilosa,Luzula pilosa,https://bs.plantnet.org/image/o/9cb9318cfa543c5c0afadfa891ecb070365419c7,null,null,5.5,5,4,4,0,-1,-1,Luzula-pilosa
285,veronica-beccabunga,Veronica beccabunga,https://bs.plantnet.org/image/o/fba8590ddadc2fc215eabb924bf3b148eb5b4c98,null,null,7.5,7,8,7,0,-1,-1,Verónica-dos-charcos
286,tragopogon-pratensis,Tragopogon pratensis,https://bs.plantnet.org/image/o/aa162208c0f7875b5021976a54cad5373939d904,null,null,7.5,7,8,6,0,-1,-1,Serralha-dos-prados
287,gymnadenia-conopsea,Gymnadenia conopsea,https://bs.plantnet.org/image/o/735993928fedf2a12e5f825f355500c27f8d98d8,null,null,-1,-1,-1,-1,-1,-1,-1,Gymnadenia-conopsea
288,medicago-sativa,Medicago sativa,https://bs.plantnet.org/image/o/3ba6922298db8f12f18bb86ea889f9bec4945a1d,Single Crown,Rapid,8.5,6,8,7,0,-1,-1,Luzerna
289,polygonatum-multiflorum,Polygonatum multiflorum,https://bs.plantnet.org/image/o/597c08b13a0d6e2310c2222379f9a31a88f301ed,null,null,6.5,5.5,4,5,0,-1,-1,Polígono-das-flores-muitas
290,circaea-lutetiana,Circaea lutetiana,https://bs.plantnet.org/image/o/5a03b533f6d8c1aa229b71b8f5273536eb3a78e4,null,null,7,6.5,4,6,0,-1,-1,Circaea-lutetiana
291,juncus-inflexus,Juncus inflexus,https://bs.plantnet.org/image/o/fdd15af4a2cd48c33daa9b90c8f03b1475e4451d,null,null,8,7.5,8,6,0,-1,-1,Junco-inflexo
292,anacamptis-pyramidalis,Anacamptis pyramidalis,https://bs.plantnet.org/image/o/971c811387922f8d13bc201f0bf99e18d459ebf3,null,null,9,8,8,3,0,-1,-1,Orquídea-piramidal
293,clinopodium-vulgare,Clinopodium vulgare,https://bs.plantnet.org/image/o/6fcd0a6d4bb0d9820058367623b1de926b2cdbb0,null,null,7.5,7,6,4,0,-1,-1,Orégão-silvestre
294,rhinanthus-minor,Rhinanthus minor,https://bs.plantnet.org/image/o/9ab8fce77d55d70504949c6ed2c4ff6ea4888f31,Bunch,Moderate,7.5,7,8,3,0,-1,-1,Rinanto-menor
295,eriophorum-vaginatum,Eriophorum vaginatum,https://bs.plantnet.org/image/o/1af072ca4763709ba18dad9b223b27fb2c503352,null,null,4.5,4,7,1,0,-1,-1,Eriophorum-vaginatum
296,carex-leporina,Carex leporina,https://bs.plantnet.org/image/o/90abcb39d696743a35ed60f2e1dd37191b8021a4,null,null,-1,-1,-1,-1,-1,-1,-1,Carriço-do-coelho
297,sambucus-racemosa,Sambucus racemosa,https://bs.plantnet.org/image/o/6707389a8a79a18058e32596b33de7fcf78db034,null,null,5.5,5,5,5,0,-1,-1,Sabugueiro-dos-pântanos
298,dactylorhiza-maculata,Dactylorhiza maculata,https://bs.plantnet.org/image/o/5020139795629b65e83a58529623a7515b9b9f45,null,null,6.5,5.5,7,2,0,-1,-1,Orquídea-maculada
299,galium-album,Galium album,https://bs.plantnet.org/image/o/a2e44d8cde184936e2c0b170387852519b59bb38,null,null,-1,-1,-1,-1,-1,-1,-1,Gailho
300,stachys-palustris,Stachys palustris,https://bs.plantnet.org/image/o/51cdbee45af01150db1d9cdf840a84a61f196065,Rhizomatous,Moderate,8,5.7,7,6,0,-1,-1,Betónica-dos-pântanos
301,sparganium-erectum,Sparganium erectum,https://bs.plantnet.org/image/o/fb0c45bd3746f52e633fb0d75f39d30ec036a1cc,null,null,7.5,7,8,7,0,-1,-1,Espargânia-ereta
302,betonica-officinalis,Betonica officinalis,https://d2seqvvyy3b8p2.cloudfront.net/7f997388413c6b50164618df549d60ac.jpg,null,null,6.5,5.5,6,3,0,-1,-1,Betônica
303,lavandula-stoechas,Lavandula stoechas,https://bs.plantnet.org/image/o/798c2baab24169a6ccaebe97c855ac6d12577b08,null,null,5,4.5,8,3,0,-1,-1,Lavanda
304,dipsacus-fullonum,Dipsacus fullonum,https://bs.plantnet.org/image/o/c4aaf549bca48b5784a77b540fa36da25ab20a37,null,null,-1,-1,-1,-1,-1,-1,-1,Cardo-de-cardadores
305,menyanthes-trifoliata,Menyanthes trifoliata,https://bs.plantnet.org/image/o/15df5471839c0b1d04a2c89f45519ebea6724845,Rhizomatous,Moderate,6.5,4.8,7,3,0,-1,-1,Três-folhas
306,sisymbrium-officinale,Sisymbrium officinale,https://bs.plantnet.org/image/o/23dacbf7d60736e26515c1fa32a61334d6cf68c2,null,null,7.5,7,8,7,0,-1,-1,Mostarda-silvestre
307,maianthemum-bifolium,Maianthemum bifolium,https://bs.plantnet.org/image/o/81d2719c25c00f8885f137bbcdf85e9b9185afb3,null,null,5,4.5,4,2,0,-1,-1,Falso-lírio-do-vale
308,agrostis-canina,Agrostis canina,https://bs.plantnet.org/image/o/d38fdf8c9bb8e454f8ddcaa5949d6375e6783b5e,null,null,-1,-1,-1,-1,-1,-1,-1,Capim-para-cães
309,euphorbia-helioscopia,Euphorbia helioscopia,https://bs.plantnet.org/image/o/f55807fe9a475f6ca4a6c2ea79cedc99e501fd5c,null,null,7.5,7,8,7,0,-1,-1,Eufórbia-cabra-leiteira
310,ulmus-glabra,Ulmus glabra,https://bs.plantnet.org/image/o/636f4ad2e9d6f9b4684369217b92a8dd891ee355,null,null,6.5,5.5,7,6,0,-1,-1,Olmo-comum
311,phaseolus-vulgaris,Phaseolus vulgaris,https://bs.plantnet.org/image/o/522abc68dfd3f04b6c08effce88776bbea9810b8,null,null,7,6.5,8,7,0,-1,-1,Feijão
312,ulex-europaeus,Ulex europaeus,https://bs.plantnet.org/image/o/1448e4c05ae7d38af77e552e2e2929413afc9a23,null,null,5.5,5,8,3,0,-1,-1,Tojo
313,carex-arenaria,Carex arenaria,https://bs.plantnet.org/image/o/8fc7cbaed5fa6195f527c355d66a19c813cdef99,null,null,-1,-1,-1,-1,-1,-1,-1,Cariosa-arenária
314,erigeron-annuus,Erigeron annuus,https://bs.plantnet.org/image/o/6ca945386171048df4d6c6686ddb8cd021350758,Single Crown,Moderate,7.5,7,8,7,0,-1,-1,Verbasco
315,trifolium-arvense,Trifolium arvense,https://bs.plantnet.org/image/o/6207d4137b76d8320cf3eaa7e1df082d1e506c1f,null,null,-1,-1,-1,-1,-1,-1,-1,Trevo-dos-campos
316,epilobium-palustre,Epilobium palustre,https://bs.plantnet.org/image/o/e707f41325d5c0ce4e32b39e0e6a052dc67a1fa5,null,null,5,4.5,8,3,0,-1,-1,Epilóbio-dos-pântanos
317,carex-acutiformis,Carex acutiformis,https://bs.plantnet.org/image/o/5fa6ead21ae619bbad2f5aeab581782a60c21bf1,null,null,-1,-1,-1,-1,-1,-1,-1,Cariosa
318,saponaria-officinalis,Saponaria officinalis,https://bs.plantnet.org/image/o/eb23c1d9aa005b329dedeb39126a0a54db8a5a87,Rhizomatous,Moderate,7,5,7,6,0,-1,-1,Saponária
319,carex-echinata,Carex echinata,https://bs.plantnet.org/image/o/3d00c62eba869a84381786a484d539e9d6493b7f,null,null,-1,-1,-1,-1,-1,-1,-1,Cariosa
320,centaurea-scabiosa,Centaurea scabiosa,https://bs.plantnet.org/image/o/707b905f27fbd122e61e4c0f433ee938d27cb0bf,null,null,8,7.5,7,4,0,-1,-1,Escabiosa
321,cichorium-intybus,Cichorium intybus,https://bs.plantnet.org/image/o/eb049be6b9186aed76ada3c8d3cd54d762842aa8,Bunch,Rapid,7.5,6,8,6,0,-1,-1,Chicória-amarga
322,scutellaria-galericulata,Scutellaria galericulata,https://bs.plantnet.org/image/o/8545998415903ef90f567efa000a7368b5748ad9,null,null,7,6.5,7,6,0,-1,-1,Escutelária
323,trisetum-flavescens,Trisetum flavescens,https://bs.plantnet.org/image/o/bad05c825de5025d303e3cef5ed657825230bdd5,null,null,7.5,7,8,5,0,-1,-1,Trisetum-amarelo
324,eryngium-campestre,Eryngium campestre,https://bs.plantnet.org/image/o/b2fc6bc0b205a8091691589b1aba20db8a473aa1,null,null,8,7.5,9,5,0,-1,-1,Cardo-campestre
325,vicia-hirsuta,Vicia hirsuta,https://bs.plantnet.org/image/o/89da6e18f2c1052c7a45917a5b4528ef6d4adeac,null,null,5.5,5,6,5,0,-1,-1,Ervilha-pilosa
326,juncus-acutiflorus,Juncus acutiflorus,https://bs.plantnet.org/image/o/c9035915d3e6b76feac125a747d6cdc193ebd8bb,null,null,7,6.5,8,6,0,-1,-1,Juncel
327,alnus-incana,Alnus incana,https://bs.plantnet.org/image/o/8fc756a6fba9b6b8e2cba8294b71a122331ec493,Thicket Forming,Rapid,7,5,7,6,0,-1,-1,Amieiro
328,salvia-pratensis,Salvia pratensis,https://bs.plantnet.org/image/o/7fdeb29f64b6b1f4463e487602c6c2da496860a9,null,null,8,7.5,8,4,0,-1,-1,Salva-comum
329,asplenium-trichomanes,Asplenium trichomanes,https://bs.plantnet.org/image/o/6fc8be3111a0a0fff05946f1e4d0600b4ac87599,null,null,-1,-1,-1,-1,-1,-1,-1,Capilé
330,drosera-rotundifolia,Drosera rotundifolia,https://bs.plantnet.org/image/o/41da3b6ee7e3e1f126ca90aabedb52a062d9dc7b,null,null,6.5,5.5,8,2,0,-1,-1,Orvalhinha-redonda
331,quercus-pubescens,Quercus pubescens,https://bs.plantnet.org/image/o/bf115f5afb11760a269f264c2386818c5a33ffbe,null,null,7.5,7,8,4,0,-1,-1,Carvalho-alvarinho
332,draba-verna,Draba verna,https://d2seqvvyy3b8p2.cloudfront.net/2c5c7673b15e8604f2ae88190d0c88ff.jpg,null,null,6.5,5.5,8,3,0,-1,-1,Draba-da-primavera
333,galium-saxatile,Galium saxatile,https://bs.plantnet.org/image/o/2a11ba3368a143f2edd3e619e0ddbbe01097aee5,null,null,4.5,4,6,3,0,-1,-1,Gália-dos-rochedos
334,paris-quadrifolia,Paris quadrifolia,https://bs.plantnet.org/image/o/eddab69eaa447b02834984734f1339f1cd2b6e88,null,null,7.5,7,4,7,0,-1,-1,Paris-de-quatro-folhas
335,gnaphalium-uliginosum,Gnaphalium uliginosum,https://bs.plantnet.org/image/o/4dca3b4d88ab07835ebee7b0555f62e2964a29c5,null,null,-1,-1,-1,-1,-1,-1,-1,Nabalhaça
336,fallopia-convolvulus,Fallopia convolvulus,https://bs.plantnet.org/image/o/6938cc3787802f00cd6a30777a6f55a94a39d1dd,null,null,7,6.5,7,6,0,-1,-1,Convolvulus-dos-campos
337,trifolium-medium,Trifolium medium,https://bs.plantnet.org/image/o/9fdc91de99d2572d3838e218cee2df3a79cc526d,Single Crown,Rapid,7.5,7,7,4,0,-1,-1,Trevo-de-meio
338,danthonia-decumbens,Danthonia decumbens,https://bs.plantnet.org/image/o/4785a8526b102c4d1cc59e74dc2aaeda7b32b666,null,null,5,4.5,7,2,0,-1,-1,Danthonia-deitada
339,verbascum-thapsus,Verbascum thapsus,https://bs.plantnet.org/image/o/4ad8f2803ebb093246a02b87b3a25bc0ad301c31,null,null,7.5,7,8,7,0,-1,-1,Candeia
340,arctium-minus,Arctium minus,https://bs.plantnet.org/image/o/8cc9666d34c6da80347f40f87fffe7c7e2181c1f,null,null,7.5,7,9,8,0,-1,-1,Bardana-menor
341,lupinus-polyphyllus,Lupinus polyphyllus,https://bs.plantnet.org/image/o/11718757c050acbedc54572c8a60ef25dea9ce3e,null,null,5.5,5,7,7,0,-1,-1,Lupino-polífilo
342,melilotus-albus,Melilotus albus,https://bs.plantnet.org/image/o/1946b7d91983e62f660cdd3aea8db9683cf328fb,Single Crown,Rapid,8,6.5,9,5,0,-1,-1,Meliloto-branco
343,ulmus-minor,Ulmus minor,https://bs.plantnet.org/image/o/f35ef28c57d76d9e83279aaac7635d993d570bc0,null,null,7.5,7,7,7,0,-1,-1,Olmo
344,vinca-minor,Vinca minor,https://bs.plantnet.org/image/o/b8c2a44df55edd4724b6ca4021608624295cde4a,Stoloniferous,Moderate,7.7,5.5,3,6,0,-1,-1,Vinca-miúda
345,equisetum-sylvaticum,Equisetum sylvaticum,https://bs.plantnet.org/image/o/0d4b3d1be314bb4cc5e1563edd3304374da315c4,Rhizomatous,Rapid,6.5,4,4,4,0,-1,-1,Cavalinha-dos-bosques
346,polygala-vulgaris,Polygala vulgaris,https://bs.plantnet.org/image/o/481b50363f7cba4c63b4a1dfa60a6c3cd788a3c5,null,null,7.5,7,8,2,0,-1,-1,Polígala-vulgar
347,parnassia-palustris,Parnassia palustris,https://bs.plantnet.org/image/o/7bcb142a05096f2f08c60c0842db1414edbb3244,Stoloniferous,Moderate,8,6,8,2,0,-1,-1,Parnássia-dos-pântanos
348,pastinaca-sativa,Pastinaca sativa,https://bs.plantnet.org/image/o/a0d90dc4eda6b06b6762d38e7c5f6ae45cee99b1,null,null,7,6.5,7,6,0,-1,-1,Pastinaca-selvagem
349,teucrium-chamaedrys,Teucrium chamaedrys,https://bs.plantnet.org/image/o/0013b97ee9af8abf98abf92fb7b6adc9d83842a7,null,null,8,7.5,7,1,0,-1,-1,Germandrina
350,arabidopsis-thaliana,Arabidopsis thaliana,https://bs.plantnet.org/image/o/65a66c17a7f43dea9a104840408c1f22aadf7e5e,null,null,5.5,5,6,5,0,-1,-1,Arabidopsis
351,cirsium-oleraceum,Cirsium oleraceum,https://bs.plantnet.org/image/o/c6d399395ab6a98daf49bfcff27370151b58845a,null,null,7.5,7,5,6,0,-1,-1,Cardo-oleiro
352,moehringia-trinervia,Moehringia trinervia,https://bs.plantnet.org/image/o/9eee072cc92bfd54071ff0b4847d78352cc98467,null,null,7,6.5,4,6,0,-1,-1,Moehringia-de-três-nervuras
353,allium-ursinum,Allium ursinum,https://bs.plantnet.org/image/o/5833d418a19ec27fd78422998b730893bae5356f,null,null,8,7.5,4,7,0,-1,-1,Alho-ursino
354,hypericum-maculatum,Hypericum maculatum,https://bs.plantnet.org/image/o/cf3ae512adcf3fd831651f44b437465a75456906,null,null,-1,-1,-1,-1,-1,-1,-1,Hipérico-malhado
355,epilobium-parviflorum,Epilobium parviflorum,https://bs.plantnet.org/image/o/09855e90ceb830254cb32ba5b464e326ea532add,null,null,7.5,7,7,6,0,-1,-1,Epilóbio-de-flores-pequenas
356,sedum-album,Sedum album,https://bs.plantnet.org/image/o/02f8ef964f51bd7604bc533d60be1ed39aa057cd,null,null,7,6.5,9,3,0,-1,-1,Sedum
357,prunus-serotina,Prunus serotina,https://bs.plantnet.org/image/o/74ff6780c79e4f4ffa984c451f40ede7325a688b,Multiple Stem,Rapid,7.5,4,4,4,0,-1,-1,Cerejeira-negra
358,orchis-mascula,Orchis mascula,https://bs.plantnet.org/image/o/3e17c443fdefd94ff7414f316ef40f4ad10fc6d5,null,null,-1,-1,-1,-1,-1,-1,-1,Orquídea-masculina
359,ranunculus-sceleratus,Ranunculus sceleratus,https://bs.plantnet.org/image/o/2ad6c0aa029f964d5079a922b43d6868a4635586,Single Crown,Rapid,8.4,4.8,8,8,1,-1,-1,Ranúnculo-escelerado
360,helleborus-foetidus,Helleborus foetidus,https://bs.plantnet.org/image/o/04b785e77da12df2eab34f2ed05d67cb97f3321f,null,null,8,7.5,5,3,0,-1,-1,Helléboro-fedorento
361,thymus-pulegioides,Thymus pulegioides,https://bs.plantnet.org/image/o/b7f89b1ad4827fadb8e0ab8b50d25031e95037d4,null,null,6.5,5.5,8,2,0,-1,-1,Tomilho
362,avena-sativa,Avena sativa,https://bs.plantnet.org/image/o/5a1d541a3b931648e4808dd24ae7996be53b509f,null,null,-1,-1,-1,-1,-1,-1,-1,Aveia
363,hordeum-murinum,Hordeum murinum,https://bs.plantnet.org/image/o/19b8ba213efe09f6da49e2170fd6e72cd1492dcf,null,null,8,7.5,8,8,0,-1,-1,Cevada-silvestre
364,matricaria-chamomilla,Matricaria chamomilla,https://bs.plantnet.org/image/o/4b09bcd73ff4f23b479a0ac45fb8dc3fb319c770,null,null,5.5,5,7,6,0,-1,-1,Camomila
365,hyacinthoides-non-scripta,Hyacinthoides non-scripta,https://bs.plantnet.org/image/o/7461b9dd0bcbba94da9ac8cdeb953a23ef04d97c,null,null,5.5,5,4,3,0,-1,-1,Jacinto-dos-bosques
366,malva-sylvestris,Malva sylvestris,https://bs.plantnet.org/image/o/9ef825ff8902126e52b3e06e8efae2c66bed75a3,null,null,7.5,7,8,8,0,-1,-1,Malva
367,abies-alba,Abies alba,https://bs.plantnet.org/image/o/8e171a19f992a34d5d44693472320f6044a5d561,null,null,-1,-1,-1,-1,-1,-1,-1,Abeto-branco
368,echinochloa-crus-galli,Echinochloa crus-galli,https://bs.plantnet.org/image/o/1f87840e017ea744b1305b221c0ab0d1acb47e10,null,null,8,7.5,8,8,0,-1,-1,Capim-arroz
369,torilis-japonica,Torilis japonica,https://bs.plantnet.org/image/o/720e88040b3243638dda437b9cfb6571b0078c31,null,null,8,7.5,6,8,0,-1,-1,Torilis-japonesa
370,galium-uliginosum,Galium uliginosum,https://bs.plantnet.org/image/o/3ed5f3e4655c491226050ee4c8bd4b894491cdc0,null,null,-1,-1,-1,-1,-1,-1,-1,Gália-dos-pântanos
371,hieracium-umbellatum,Hieracium umbellatum,https://bs.plantnet.org/image/o/9434559c7b35dc9f2360d26d5e55051ecfebd185,null,null,5.5,5,6,3,0,-1,-1,Hieracium-de-umbelas
372,platanthera-bifolia,Platanthera bifolia,https://bs.plantnet.org/image/o/1faa28c3fdb9aa5ac0cc65f043fd870e75abf475,null,null,7.5,7,6,3,0,-1,-1,Platantera-de-duas-folhas
373,veronica-hederifolia,Veronica hederifolia,https://bs.plantnet.org/image/o/0d178599a6cbbc8993896d154e935fc1a547b69a,null,null,5.5,5,7,7,0,-1,-1,Veronica-hedera
374,rhamnus-cathartica,Rhamnus cathartica,https://bs.plantnet.org/image/o/c40162e8b07333cbed394d7bb2e19664a4ecac63,null,null,8,7.5,6,5,0,-1,-1,Espinho-cerval-de-cão
375,mentha-arvensis,Mentha arvensis,https://bs.plantnet.org/image/o/50c769e08481881ae5fbd00bc1154a5b012695f7,Single Stem,Moderate,7,5,8,6,0,-1,-1,Hortelã-dos-campos
376,senecio-inaequidens,Senecio inaequidens,https://bs.plantnet.org/image/o/1300ac0f417fb2ed52824524d899955fc1ddfc9d,null,null,7.5,7,8,5,0,-1,-1,Senécio
377,carex-remota,Carex remota,https://bs.plantnet.org/image/o/81f860d18674f8d485abfe0482a07996172c6d4a,null,null,5.5,5,5,3,0,-1,-1,Cárice-remota
378,euphorbia-peplus,Euphorbia peplus,https://bs.plantnet.org/image/o/76ca9b16d3431f2e5a0bfb7201a299ff2a5cbe6f,null,null,7.5,7,8,7,0,-1,-1,Erva-leiteira
379,sanguisorba-officinalis,Sanguisorba officinalis,https://bs.plantnet.org/image/o/f8800d12f805dd4220958f7f0131a65a2c5e1156,null,null,7.5,7,8,5,0,-1,-1,Pimpinela-maior
380,milium-effusum,Milium effusum,https://bs.plantnet.org/image/o/b727bf2e34032abe0a649d546ccac1e45e520806,null,null,-1,-1,-1,-1,-1,-1,-1,Milium
381,epilobium-ciliatum,Epilobium ciliatum,https://bs.plantnet.org/image/o/759c0b6de1ad6513a364312fe972354e94bbf995,null,null,7,6.5,5,7,0,-1,-1,Epilóbio-ciliado
382,jasione-montana,Jasione montana,https://bs.plantnet.org/image/o/edf691720d661ba58947c6768d6d32b21b320820,null,null,5,4.5,7,2,0,-1,-1,Jasione
383,cruciata-laevipes,Cruciata laevipes,https://bs.plantnet.org/image/o/3ddfd8b6744400f41f6666d8e9fd6cfdd247d62e,null,null,7.5,7,6,7,0,-1,-1,Crucíata-de-caules-lisos
384,hydrocotyle-vulgaris,Hydrocotyle vulgaris,https://bs.plantnet.org/image/o/bfe0b7e5c47393687e26167e7c83c0e70ba47f06,null,null,6.5,5.5,7,2,0,-1,-1,Hydrocotyle
385,buddleja-davidii,Buddleja davidii,https://bs.plantnet.org/image/o/baa8e341cc3ba874081bda9b605d8ea57e5f129d,null,null,7.5,7,7,7,0,-1,-1,Budleia
386,juglans-regia,Juglans regia,https://bs.plantnet.org/image/o/f772cf7489091ea81527734687c3d59ae88dea2f,Single Stem,Rapid,7.5,6,8,6,0,-1,-1,Nogueira
387,sanguisorba-minor,Sanguisorba minor,https://bs.plantnet.org/image/o/cfc5940ba530875e9af01b69d6f35c44404e9464,null,null,-1,-1,-1,-1,-1,-1,-1,Pimpinela-menor
388,carex-canescens,Carex canescens,https://bs.plantnet.org/image/o/df40659e333a5b6117c9bff050b1e0c58eb4001e,null,null,-1,-1,-1,-1,-1,-1,-1,Cárice-canescens
389,asplenium-ruta-muraria,Asplenium ruta-muraria,https://bs.plantnet.org/image/o/bf00f1a8b28320d2eda28721680a0ad30d29cc72,null,null,8,7.5,7,4,0,-1,-1,Asplenium
390,verbena-officinalis,Verbena officinalis,https://bs.plantnet.org/image/o/0075a4ccb1c8d636bf62af7028c747ae73dc8045,null,null,7.5,7,8,7,0,-1,-1,Verbena
391,centaurea-nigra,Centaurea nigra,https://bs.plantnet.org/image/o/f648f43c9d9eba4cbeb114f872a87b8b7e7c612d,null,null,-1,-1,-1,-1,-1,-1,-1,Centáurea-negra
392,dactylorhiza-fuchsii,Dactylorhiza fuchsii,https://bs.plantnet.org/image/o/af49a250a6fb4c0411d79b9d63a073d863653fc7,null,null,-1,-1,-1,-1,-1,-1,-1,Dactylorhiza
393,sinapis-arvensis,Sinapis arvensis,https://bs.plantnet.org/image/o/f952499f6871debe0c9fb42382267fcdd01687af,null,null,8,7.5,7,7,0,-1,-1,Mostarda-silvestre
394,atriplex-prostrata,Atriplex prostrata,https://bs.plantnet.org/image/o/a652528e383e416c9b78b495e5aaa7ea6b89a322,null,null,7.5,7,8,7,1,-1,-1,Salsola
395,prunus-laurocerasus,Prunus laurocerasus,https://bs.plantnet.org/image/o/08bdf8d6415162b600fba4e14fbd06abe3ba974d,null,null,6.5,5.5,8,5,0,-1,-1,Lauroceraso
